-1.664881910856114700e+05,-7.553815366409726266e+04
-1.142269768164859852e+05,9.780671250652476374e+03
-9.843236218047022703e+04,-3.347138733060795494e+04
-7.123067590331887186e+04,-9.522427310397177644e+04
-1.148346183651569445e+05,-6.872918523320119129e+04
-6.706351270312191627e+04,-9.791379657334144576e+04
1.027202344255087781e+06,-1.960444716982519894e+05
-1.248423751964242256e+05,-7.202870021614068719e+03
-8.685777598062725156e+04,1.712834258927575138e+04
-1.606627623953121365e+05,-7.830775194301664305e+04
-6.812278830350605131e+04,7.535734104514801584e+04
-1.868031250468512371e+04,1.176930107397467655e+05
1.458620302356503671e+05,4.480675918680704199e+05
-2.273205593962302373e+04,-9.984233728362120746e+04
7.699876303105581610e+04,5.067724084531990957e+04
-8.448678643043701595e+04,-8.744043102681251185e+04
-1.319506731665818952e+05,-9.494940320301165048e+04
3.380390138869449729e+05,-1.025900342693556195e+04
-2.328340401038631626e+03,2.216397372421636537e+05
-9.081465912612190004e+04,6.521565393816785945e+04
-6.852391318614316697e+04,-3.945603353910812984e+03
-1.196083253996429994e+05,1.271523211839966098e+04
-5.110829961003351491e+04,-8.324538239400606835e+04
5.280935823281425110e+04,2.939581586273338180e+05
-1.236171133834819630e+05,-1.904744038216286572e+04
-7.772983666686707875e+04,-9.140617932716528594e+04
-1.498834359475248493e+05,-3.895126882875880983e+04
-1.148812249584145466e+05,-7.014046932434034534e+04
-1.403499821944722207e+05,-5.483486203525392193e+04
-1.201085392167479731e+05,-6.725750638860270556e+04
-2.448956073646333243e+04,8.751030943795391067e+04
-1.004848303001905151e+05,-7.841244242700566247e+04
4.617186910328878730e+04,-1.039521784818148444e+05
1.131368698578129552e+05,3.213276596143261995e+05
8.937983393049940059e+04,3.313647376187182381e+05
-9.046101051820631255e+04,4.206132326345917681e+04
3.381088856962649152e+05,-6.233872630171739729e+04
-1.361874456679446157e+05,-4.568512804642491392e+04
-1.544032642987220606e+05,-4.792940947693741327e+04
-2.317233142484439304e+04,1.426162849314040213e+05
5.859279923862126889e+05,-1.057534857517795899e+05
-5.480610349993150521e+03,-1.089730507096301735e+05
-1.662106958609550202e+05,-8.696838889281295997e+04
2.549866131568051060e+04,-4.607198736749183445e+04
-1.078266004006794683e+05,-8.543079788754813490e+04
-7.606693935819486796e+04,9.128633447228993464e+04
-1.402719792034084676e+05,-9.000054502980725374e+04
-1.017674228587136458e+05,3.700822704885531857e+04
5.107194911661595688e+04,2.165587246077993768e+05
-1.285482116905199073e+05,-9.685742065553092107e+04
-6.392439998176629160e+04,-7.604590616299978865e+04
-3.462647003503463930e+04,-5.848188875747887505e+04
-9.850759803198057853e+03,1.691986104633622745e+05
7.643138199282299183e+02,1.357501250274364611e+04
-4.115199616081584827e+04,2.705582249049110487e+03
6.967354569023978547e+04,3.416257031236104667e+05
-6.972435041513956094e+04,5.381692014467528497e+04
2.498584140204345749e+05,-1.277774899412361265e+05
-7.854490672638424439e+04,8.126196358646576118e+04
8.304346160990032367e+05,-2.026650264285212616e+05
1.060782140385131788e+05,3.209556183452872210e+05
-5.303706960048167821e+04,-8.322974283531398396e+04
-9.907570714049942035e+04,-7.912144552752871823e+04
-1.324166353017096117e+05,-6.071119555847444281e+04
-1.145437425830711582e+05,2.135103923516828581e+04
9.678696113343792967e+04,-2.028918806078900889e+04
-1.663160110118957527e+05,-8.702531163682593615e+04
-7.297757575243368046e+04,8.980025018138527230e+04
-1.127309161774107924e+05,2.166710192377281419e+04
-1.374370738742310787e+05,-9.202550513889115246e+04
-1.390945601542528602e+05,-2.213055440836444541e+04
1.060085310694107757e+05,1.146584982428190851e+05
-7.096802782434146502e+04,7.739113730749423848e+04
-3.465268843249110796e+04,1.597664437784311885e+05
3.857592294794336340e+04,1.794539000843922258e+05
-1.336925326486628037e+05,-9.397940062979100912e+04
-1.007552590971033933e+05,-7.865987277382133470e+04
-3.116212189655011389e+04,1.691673337462119234e+05
-1.105187397904917161e+05,-9.579119814600549580e+04
-6.131921950511893374e+04,1.173570151071439323e+05
2.801678993208247703e+05,1.861752787850322202e+05
1.019833136555362289e+05,1.669753049966224062e+05
-9.835790777780026838e+04,-6.824324558913623332e+04
2.683596566028071102e+05,1.139695759269184928e+05
-8.998410174945321342e+04,-8.465211163608964125e+04
1.368542496532396763e+05,-8.388110817099268024e+04
-1.000912665326167257e+03,2.209310252434916911e+05
-8.916925915729059489e+04,4.152913719932710956e+04
-2.764708624474177122e+04,-2.805342573245709355e+04
-1.479136158440537401e+05,-8.584017272982747818e+04
2.238096707904550422e+05,-8.935579934819362825e+04
-3.579205011681938049e+04,1.488853827291116177e+05
-1.285996673820598953e+05,-5.077763380357563619e+03
-9.880679705417744117e+04,4.707891106176464382e+04
-7.751694032321160194e+04,-8.037106640192339546e+04
-4.972518743226518382e+03,-8.739489918350179505e+04
